1612,100
2020,150
2320,200
2560,250
2740,300
2840,350
2960,400
3060,450
3140,500
3280,600
3380,700
3460,800
3540,900
3600,1000
3720,1250
3800,1500
3880,1750
3940,2000
4040,2500
4140,3000
4220,3500
4280,4000
4400,5000
4500,6000
4580,7000
4660,8000
